country,proportion,rank,time,value,zhou
阿曼,0.0466%,67,1989,9372171651,亚洲
刚果（金）,0.0449%,68,1989,9021862775,非洲
乌拉圭,0.0420%,69,1989,8438951476,美洲
危地马拉,0.0418%,70,1989,8410724360,美洲
津巴布韦,0.0412%,71,1989,8286322700,非洲
肯尼亚,0.0412%,72,1989,8283114648,非洲
斯里兰卡,0.0347%,73,1989,6987267683,亚洲
多米尼加,0.0332%,74,1989,6686593059,美洲
卡塔尔,0.0323%,75,1989,6487912087,亚洲
越南,0.0313%,76,1989,6293304974,亚洲
巴拿马,0.0294%,77,1989,5918469800,美洲
冰岛,0.0282%,78,1989,5681096096,欧洲
乌干达,0.0262%,79,1989,5276480985,非洲
加纳,0.0261%,80,1989,5251764264,非洲
哥斯达黎加,0.0261%,81,1989,5251025767,美洲
塞内加尔,0.0244%,82,1989,4913065110,非洲
巴拉圭,0.0237%,83,1989,4757732199,美洲
玻利维亚,0.0234%,84,1989,4715978868,美洲
塞浦路斯,0.0227%,85,1989,4563482603,欧洲
坦桑尼亚,0.0220%,86,1989,4420168102,非洲
牙买加,0.0219%,87,1989,4404970058,美洲
萨尔瓦多,0.0217%,88,1989,4372215300,美洲
特立尼达和多巴哥,0.0215%,89,1989,4323058823,美洲
约旦,0.0210%,90,1989,4220945005,亚洲
加蓬,0.0208%,91,1989,4186411457,非洲
赞比亚,0.0199%,92,1989,3998637681,非洲
巴林,0.0192%,93,1989,3863563829,亚洲
蒙古,0.0178%,94,1989,3576966800,亚洲
洪都拉斯,0.0177%,95,1989,3563448310,美洲
巴布亚新几内亚,0.0176%,96,1989,3546460176,大洋洲
尼泊尔,0.0175%,97,1989,3525228153,亚洲
博茨瓦纳,0.0153%,98,1989,3083800684,非洲
巴哈马,0.0152%,99,1989,3062000000,美洲
土库曼斯坦,0.0149%,100,1989,3006988216,亚洲
文莱,0.0148%,101,1989,2985467979,亚洲
海地,0.0136%,102,1989,2736243800,美洲
黎巴嫩,0.0135%,103,1989,2717998687,亚洲
澳门,0.0133%,104,1989,2683254708,亚洲
法属波利尼西亚,0.0131%,105,1989,2636461517,大洋洲
布基纳法索,0.0130%,106,1989,2615588545,非洲
纳米比亚,0.0126%,107,1989,2531519951,非洲
马达加斯加,0.0124%,108,1989,2498059014,非洲
几内亚,0.0121%,109,1989,2432029380,非洲
卢旺达,0.0120%,110,1989,2405021932,非洲
刚果（布）,0.0119%,111,1989,2389593021,非洲
莫桑比克,0.0115%,112,1989,2314159887,非洲
阿尔巴尼亚,0.0112%,113,1989,2253090000,欧洲
新喀里多尼亚,0.0109%,114,1989,2185072798,大洋洲
毛里求斯,0.0108%,115,1989,2181930254,非洲
马里,0.0108%,116,1989,2181821902,非洲
尼日尔,0.0108%,117,1989,2179567107,非洲
马耳他,0.0105%,118,1989,2118574772,欧洲
摩纳哥,0.0100%,119,1989,2010116851,欧洲
巴巴多斯,0.0085%,120,1989,1703972555,美洲
马拉维,0.0079%,121,1989,1590215582,非洲
贝宁,0.0075%,122,1989,1502294411,非洲
百慕大,0.0075%,123,1989,1501500032,美洲
乍得,0.0071%,124,1989,1433686309,非洲
多哥,0.0067%,125,1989,1352949662,非洲
中非,0.0061%,126,1989,1233930277,非洲
斐济群岛,0.0059%,127,1989,1182686577,大洋洲
列支敦士登,0.0056%,128,1989,1120000916,欧洲
布隆迪,0.0055%,129,1989,1113924130,非洲
索马里,0.0054%,130,1989,1092392963,非洲
尼加拉瓜,0.0050%,131,1989,1013184745,美洲
毛里塔尼亚,0.0049%,132,1989,981529430,非洲
塞拉利昂,0.0046%,133,1989,932974411,非洲
格陵兰,0.0046%,134,1989,929796722,美洲
安道尔,0.0040%,135,1989,795449332,欧洲
利比里亚,0.0039%,136,1989,786300000,非洲
老挝,0.0035%,137,1989,714046821,亚洲
斯威士兰,0.0035%,138,1989,696915430,非洲
阿鲁巴,0.0035%,139,1989,695304363,美洲
苏里南,0.0027%,140,1989,542600000,美洲
莱索托,0.0025%,141,1989,495404888,非洲
安提瓜和巴布达,0.0022%,142,1989,438794788,美洲
圣卢西亚,0.0022%,143,1989,435493044,美洲
吉布提,0.0020%,144,1989,409220087,非洲
圭亚那,0.0019%,145,1989,379779389,美洲
伯利兹,0.0018%,146,1989,369133890,美洲
所罗门群岛,0.0017%,147,1989,332286760,大洋洲
塞舌尔,0.0015%,148,1989,304832867,非洲
冈比亚,0.0014%,149,1989,284119692,非洲
不丹,0.0014%,150,1989,275949889,亚洲
佛得角,0.0013%,151,1989,267448513,非洲
格林纳达,0.0013%,152,1989,267327642,美洲
圣文森特和格林纳丁斯,0.0011%,153,1989,214745002,美洲
几内亚比绍,0.0011%,154,1989,213143016,非洲
科摩罗,0.0010%,155,1989,198733185,非洲
圣基茨和尼维斯,0.0010%,156,1989,192517321,美洲
马尔代夫,0.0009%,157,1989,189535398,亚洲
多米尼克,0.0009%,158,1989,185137242,美洲
瓦努阿图,0.0007%,159,1989,144482170,大洋洲
密克罗尼西亚联邦,0.0007%,160,1989,135200000,大洋洲
萨摩亚,0.0006%,161,1989,122888609,大洋洲
汤加,0.0005%,162,1989,106344854,大洋洲
赤道几内亚,0.0004%,163,1989,88265974,非洲
马绍尔群岛,0.0004%,164,1989,72798000,大洋洲
基里巴斯,0.0002%,165,1989,41119721,大洋洲
美国,27.1734%,1,1988,5236438000000,美洲
日本,15.9399%,2,1988,3071683013178,亚洲
德国,7.2714%,3,1988,1401233225526,欧洲
法国,5.2871%,4,1988,1018847043277,欧洲
英国,4.7229%,5,1988,910122732123,欧洲
意大利,4.6268%,6,1988,891608957601,欧洲
俄罗斯,2.8786%,7,1988,554713455149,欧洲
加拿大,2.6328%,8,1988,507354351182,美洲
西班牙,1.9520%,9,1988,376160410084,欧洲
巴西,1.7145%,10,1988,330397381998,美洲
中国,1.6209%,11,1988,312353631207,亚洲
印度,1.5391%,12,1988,296588994812,亚洲
荷兰,1.3591%,13,1988,261910508306,欧洲
澳大利亚,1.2229%,14,1988,235659196740,大洋洲
瑞士,1.0861%,15,1988,209298156700,欧洲
瑞典,1.0653%,16,1988,205291944803,欧洲
韩国,1.0221%,17,1988,196964195387,亚洲
墨西哥,0.9424%,18,1988,181611549975,美洲
比利时,0.8422%,19,1988,162299103565,欧洲
奥地利,0.6919%,20,1988,133339397080,欧洲
阿根廷,0.6549%,21,1988,126206817196,美洲
伊朗,0.6386%,22,1988,123057861333,亚洲
丹麦,0.5996%,23,1988,115552846616,欧洲
芬兰,0.5659%,24,1988,109058990760,欧洲
挪威,0.5288%,25,1988,101900260856,欧洲
南非,0.4939%,26,1988,95176640968,非洲
土耳其,0.4715%,27,1988,90852814004,欧洲
沙特阿拉伯,0.4580%,28,1988,88256074766,亚洲
印尼,0.4375%,29,1988,84300174477,亚洲
希腊,0.3957%,30,1988,76261278404,欧洲
乌克兰,0.3877%,31,1988,74703517902,欧洲
伊拉克,0.3243%,32,1988,62503055644,亚洲
泰国,0.3200%,33,1988,61667199834,亚洲
委内瑞拉,0.3125%,34,1988,60226413793,美洲
香港,0.3098%,35,1988,59707404560,亚洲
阿尔及利亚,0.3066%,36,1988,59089067187,非洲
葡萄牙,0.2924%,37,1988,56347251114,欧洲
以色列,0.2600%,38,1988,50099381786,亚洲
新西兰,0.2344%,39,1988,45176811594,大洋洲
罗马尼亚,0.2118%,40,1988,40809523809,欧洲
哥伦比亚,0.2035%,41,1988,39212550050,美洲
巴基斯坦,0.1996%,42,1988,38472741737,亚洲
菲律宾,0.1966%,43,1988,37885440418,亚洲
爱尔兰,0.1962%,44,1988,37818133293,欧洲
阿联酋,0.1882%,45,1988,36275674203,亚洲
马来西亚,0.1830%,46,1988,35271880250,亚洲
埃及,0.1815%,47,1988,34980124929,非洲
古巴,0.1425%,48,1988,27458999472,美洲
孟加拉,0.1379%,49,1988,26579005760,亚洲
波多黎各,0.1369%,50,1988,26385800000,美洲
智利,0.1351%,51,1988,26040229793,美洲
摩洛哥,0.1334%,52,1988,25705296183,非洲
越南,0.1319%,53,1988,25423812648,亚洲
新加坡,0.1317%,54,1988,25371462488,亚洲
尼日利亚,0.1208%,55,1988,23272161396,非洲
保加利亚,0.1170%,56,1988,22555941176,欧洲
科威特,0.1074%,57,1988,20692472759,亚洲
秘鲁,0.0801%,58,1988,15439408447,美洲
苏丹,0.0799%,59,1988,15399166666,非洲
厄瓜多尔,0.0677%,60,1988,13051886552,美洲
喀麦隆,0.0648%,61,1988,12493286761,非洲
埃塞俄比亚,0.0566%,62,1988,10908935748,非洲
叙利亚,0.0549%,63,1988,10577042354,亚洲
科特迪瓦,0.0532%,64,1988,10255170459,非洲
突尼斯,0.0524%,65,1988,10096292842,非洲
卢森堡,0.0506%,66,1988,9750161053,欧洲
刚果（金）,0.0460%,67,1988,8861299976,非洲
安哥拉,0.0455%,68,1988,8769250549,非洲
阿曼,0.0435%,69,1988,8386215864,亚洲
肯尼亚,0.0434%,70,1988,8355380879,非洲
乌拉圭,0.0426%,71,1988,8213515458,美洲
危地马拉,0.0407%,72,1988,7841602824,美洲
津巴布韦,0.0406%,73,1988,7814784100,非洲
斯里兰卡,0.0362%,74,1988,6978371581,亚洲
乌干达,0.0338%,75,1988,6508931651,非洲
约旦,0.0326%,76,1988,6277197435,亚洲
冰岛,0.0317%,77,1988,6115814934,欧洲
卡塔尔,0.0313%,78,1988,6038187032,亚洲
巴拿马,0.0306%,79,1988,5902783400,美洲
多米尼加,0.0279%,80,1988,5374314928,美洲
加纳,0.0270%,81,1988,5197840979,非洲
坦桑尼亚,0.0265%,82,1988,5100405772,非洲
塞内加尔,0.0259%,83,1988,4985153202,非洲
哥斯达黎加,0.0239%,84,1988,4614629898,美洲
玻利维亚,0.0239%,85,1988,4597615562,美洲
特立尼达和多巴哥,0.0233%,86,1988,4496852073,美洲
塞浦路斯,0.0222%,87,1988,4278792597,欧洲
巴拉圭,0.0221%,88,1988,4255683528,美洲
萨尔瓦多,0.0217%,89,1988,4189880000,美洲
洪都拉斯,0.0206%,90,1988,3970386266,美洲
加蓬,0.0199%,91,1988,3834503378,非洲
牙买加,0.0199%,92,1988,3828310734,美洲
赞比亚,0.0193%,93,1988,3713614457,非洲
巴林,0.0192%,94,1988,3702393617,亚洲
巴布亚新几内亚,0.0190%,95,1988,3655979702,大洋洲
尼泊尔,0.0181%,96,1988,3487009748,亚洲
黎巴嫩,0.0172%,97,1988,3313540067,亚洲
蒙古,0.0166%,98,1988,3204461566,亚洲
土库曼斯坦,0.0156%,99,1988,3010982414,亚洲
巴哈马,0.0146%,100,1988,2817900000,美洲
文莱,0.0140%,101,1988,2690717551,亚洲
法属波利尼西亚,0.0139%,102,1988,2687472829,大洋洲
博茨瓦纳,0.0137%,103,1988,2644536804,非洲
尼加拉瓜,0.0137%,104,1988,2630904261,美洲
布基纳法索,0.0136%,105,1988,2616040645,非洲
海地,0.0136%,106,1988,2613926800,美洲
纳米比亚,0.0129%,107,1988,2491412335,非洲
马达加斯加,0.0127%,108,1988,2442507588,非洲
卢旺达,0.0124%,109,1988,2395493877,非洲
几内亚,0.0124%,110,1988,2384295763,非洲
尼日尔,0.0118%,111,1988,2280356338,非洲
澳门,0.0118%,112,1988,2269233639,亚洲
刚果（布）,0.0115%,113,1988,2212536313,非洲
马里,0.0113%,114,1988,2169040741,非洲
毛里求斯,0.0111%,115,1988,2134517067,非洲
莫桑比克,0.0109%,116,1988,2093571673,非洲
新喀里多尼亚,0.0108%,117,1988,2072735787,大洋洲
阿尔巴尼亚,0.0106%,118,1988,2051236250,欧洲
马耳他,0.0105%,119,1988,2019474244,欧洲
摩纳哥,0.0104%,120,1988,2000674667,欧洲
贝宁,0.0084%,121,1988,1620246187,非洲
巴巴多斯,0.0080%,122,1988,1540893949,美洲
乍得,0.0077%,123,1988,1482597298,非洲
百慕大,0.0073%,124,1988,1415100032,美洲
马拉维,0.0072%,125,1988,1379924257,非洲
多哥,0.0072%,126,1988,1378847487,非洲
中非,0.0066%,127,1988,1264899368,非洲
列支敦士登,0.0060%,128,1988,1161757671,欧洲
苏里南,0.0060%,129,1988,1161000000,美洲
斐济群岛,0.0058%,130,1988,1109976927,大洋洲
布隆迪,0.0056%,131,1988,1082403219,非洲
塞拉利昂,0.0055%,132,1988,1055083945,非洲
利比里亚,0.0054%,133,1988,1038300000,非洲
索马里,0.0054%,134,1988,1038291284,非洲
毛里塔尼亚,0.0050%,135,1988,957377548,非洲
格陵兰,0.0047%,136,1988,898611007,美洲
安道尔,0.0037%,137,1988,721425939,欧洲
斯威士兰,0.0036%,138,1988,692016714,非洲
老挝,0.0031%,139,1988,598961269,亚洲
阿鲁巴,0.0031%,140,1988,596423607,美洲
莱索托,0.0024%,141,1988,470389179,非洲
圭亚那,0.0021%,142,1988,413799990,美洲
安提瓜和巴布达,0.0021%,143,1988,398637727,美洲
吉布提,0.0021%,144,1988,395794538,非洲
圣卢西亚,0.0020%,145,1988,384376809,美洲
伯利兹,0.0017%,146,1988,320093360,美洲
所罗门群岛,0.0016%,147,1988,310684273,大洋洲
不丹,0.0015%,148,1988,283855833,亚洲
塞舌尔,0.0015%,149,1988,283828769,非洲
冈比亚,0.0014%,150,1988,266673126,非洲
佛得角,0.0014%,151,1988,264308140,非洲
格林纳达,0.0012%,152,1988,236357523,美洲
科摩罗,0.0011%,153,1988,207476554,非洲
圣文森特和格林纳丁斯,0.0010%,154,1988,200726712,美洲
圣基茨和尼维斯,0.0009%,155,1988,172692174,美洲
多米尼克,0.0009%,156,1988,171106184,美洲
马尔代夫,0.0009%,157,1988,168610478,亚洲
几内亚比绍,0.0009%,158,1988,164458120,非洲
瓦努阿图,0.0008%,159,1988,148545381,大洋洲
萨摩亚,0.0007%,160,1988,133016065,大洋洲
密克罗尼西亚联邦,0.0006%,161,1988,124700000,大洋洲
汤加,0.0006%,162,1988,106657267,大洋洲
赤道几内亚,0.0005%,163,1988,100534663,非洲
马绍尔群岛,0.0004%,164,1988,70688000,大洋洲
基里巴斯,0.0002%,165,1988,42972107,大洋洲
美国,35.5328%,1,1971,1164850000000,美洲
德国,7.6256%,2,1971,249985055651,欧洲
日本,7.3256%,3,1971,240151807459,亚洲
法国,5.0627%,4,1971,165966615366,欧洲
英国,4.5181%,5,1971,148113896325,欧洲
意大利,3.8030%,6,1971,124672367041,欧洲
中国,3.0443%,7,1971,99800958648,亚洲
加拿大,3.0282%,8,1971,99271961477,美洲
印度,2.0545%,9,1971,67350988020,亚洲
巴西,1.5009%,10,1971,49204456700,美洲
西班牙,1.4221%,11,1971,46619420119,欧洲
澳大利亚,1.3772%,12,1971,45149512823,大洋洲
荷兰,1.3598%,13,1971,44579122681,欧洲
瑞典,1.2576%,14,1971,41226082639,欧洲
墨西哥,1.1958%,15,1971,39200000000,美洲
阿根廷,1.0156%,16,1971,33293199095,美洲
比利时,0.9097%,17,1971,29821661540,欧洲
瑞士,0.8898%,18,1971,29170150922,欧洲
南非,0.6203%,19,1971,20333691315,非洲
丹麦,0.5822%,20,1971,19085731252,欧洲
奥地利,0.5448%,21,1971,17858485956,欧洲
土耳其,0.4959%,22,1971,16256619963,欧洲
希腊,0.4451%,23,1971,14591755681,欧洲
挪威,0.4448%,24,1971,14583114840,欧洲
伊朗,0.4189%,25,1971,13731801564,亚洲
委内瑞拉,0.3961%,26,1971,12986590909,美洲
芬兰,0.3821%,27,1971,12527405086,欧洲
智利,0.3320%,28,1971,10884114754,美洲
巴基斯坦,0.3234%,29,1971,10602058189,亚洲
韩国,0.3017%,30,1971,9889961111,亚洲
印尼,0.2847%,31,1971,9333536359,亚洲
葡萄牙,0.2807%,32,1971,9201607067,欧洲
尼日利亚,0.2801%,33,1971,9181769911,非洲
孟加拉,0.2670%,34,1971,8751842839,亚洲
埃及,0.2626%,35,1971,8609283346,非洲
秘鲁,0.2529%,36,1971,8289582883,美洲
新西兰,0.2413%,37,1971,7911136757,大洋洲
哥伦比亚,0.2386%,38,1971,7820380970,美洲
菲律宾,0.2260%,39,1971,7408305735,亚洲
泰国,0.2250%,40,1971,7375000024,亚洲
沙特阿拉伯,0.2192%,41,1971,7184853347,亚洲
古巴,0.2109%,42,1971,6914658400,美洲
以色列,0.2047%,43,1971,6711750464,亚洲
波多黎各,0.1723%,44,1971,5646800000,美洲
刚果（金）,0.1707%,45,1971,5594770359,非洲
爱尔兰,0.1557%,46,1971,5104355308,欧洲
阿尔及利亚,0.1549%,47,1971,5077222366,非洲
香港,0.1365%,48,1971,4476001946,亚洲
摩洛哥,0.1329%,49,1971,4356633663,非洲
马来西亚,0.1295%,50,1971,4244340333,亚洲
科威特,0.1184%,51,1971,3880370401,亚洲
伊拉克,0.1179%,52,1971,3865346534,亚洲
乌拉圭,0.0856%,53,1971,2807258064,美洲
厄瓜多尔,0.0840%,54,1971,2754220263,美洲
苏丹,0.0810%,55,1971,2656000000,非洲
叙利亚,0.0790%,56,1971,2589851693,亚洲
加纳,0.0737%,57,1971,2417107708,非洲
斯里兰卡,0.0723%,58,1971,2369308600,亚洲
新加坡,0.0691%,59,1971,2263785443,亚洲
津巴布韦,0.0665%,60,1971,2178716300,非洲
危地马拉,0.0605%,61,1971,1984800000,美洲
阿富汗,0.0559%,62,1971,1831108971,亚洲
肯尼亚,0.0542%,63,1971,1778391289,非洲
赞比亚,0.0515%,64,1971,1687000000,非洲
突尼斯,0.0514%,65,1971,1685217058,非洲
多米尼加,0.0508%,66,1971,1666500000,美洲
科特迪瓦,0.0483%,67,1971,1584128262,非洲
卢森堡,0.0480%,68,1971,1572310771,欧洲
牙买加,0.0470%,69,1971,1539865513,美洲
巴拿马,0.0465%,70,1971,1523917200,美洲
乌干达,0.0432%,71,1971,1417787114,非洲
喀麦隆,0.0376%,72,1971,1233991075,非洲
马达加斯加,0.0366%,73,1971,1199507629,非洲
萨尔瓦多,0.0362%,74,1971,1186120000,美洲
玻利维亚,0.0334%,75,1971,1095622895,美洲
哥斯达黎加,0.0329%,76,1971,1077152902,美洲
塞内加尔,0.0323%,77,1971,1058120427,非洲
柬埔寨,0.0296%,78,1971,969911421,亚洲
特立尼达和多巴哥,0.0274%,79,1971,896754316,美洲
尼泊尔,0.0269%,80,1971,882765471,亚洲
尼加拉瓜,0.0252%,81,1971,826571413,美洲
洪都拉斯,0.0223%,82,1971,731000000,美洲
巴布亚新几内亚,0.0219%,83,1971,717716130,大洋洲
尼日尔,0.0212%,84,1971,693573595,非洲
约旦,0.0207%,85,1971,678241388,亚洲
冰岛,0.0205%,86,1971,671258750,欧洲
巴拉圭,0.0203%,87,1971,664571428,美洲
巴哈马,0.0175%,88,1971,573400000,美洲
乍得,0.0153%,89,1971,501866730,非洲
布基纳法索,0.0147%,90,1971,482411278,非洲
马里,0.0131%,91,1971,430096738,非洲
塞拉利昂,0.0128%,92,1971,419549425,非洲
新喀里多尼亚,0.0126%,93,1971,413634335,大洋洲
卡塔尔,0.0118%,94,1971,387700084,亚洲
加蓬,0.0116%,95,1971,381687073,非洲
马拉维,0.0111%,96,1971,365386929,非洲
海地,0.0111%,97,1971,362800000,美洲
利比里亚,0.0104%,98,1971,341543100,非洲
贝宁,0.0102%,99,1971,335072975,非洲
索马里,0.0101%,100,1971,331102742,非洲
摩纳哥,0.0100%,101,1971,327651487,欧洲
刚果（布）,0.0098%,102,1971,322128019,非洲
阿曼,0.0092%,103,1971,301010587,亚洲
苏里南,0.0092%,104,1971,301000000,美洲
法属波利尼西亚,0.0090%,105,1971,296613496,大洋洲
多哥,0.0087%,106,1971,286537524,非洲
圭亚那,0.0086%,107,1971,282050000,美洲
马耳他,0.0081%,108,1971,264579879,欧洲
布隆迪,0.0077%,109,1971,252842285,非洲
斐济群岛,0.0076%,110,1971,247749327,大洋洲
毛里塔尼亚,0.0069%,111,1971,227051055,非洲
卢旺达,0.0068%,112,1971,222952578,非洲
百慕大,0.0064%,113,1971,211100000,美洲
中非,0.0061%,114,1971,201450768,非洲
文莱,0.0060%,115,1971,197523179,亚洲
斯威士兰,0.0042%,116,1971,136465324,非洲
博茨瓦纳,0.0039%,117,1971,126957494,非洲
列支敦士登,0.0032%,118,1971,104888628,欧洲
安道尔,0.0027%,119,1971,89409820,欧洲
格陵兰,0.0027%,120,1971,88570952,美洲
几内亚比绍,0.0024%,121,1971,78540057,非洲
莱索托,0.0023%,122,1971,76482102,非洲
赤道几内亚,0.0020%,123,1971,64946954,非洲
伯利兹,0.0018%,124,1971,59207317,美洲
冈比亚,0.0017%,125,1971,55728608,非洲
所罗门群岛,0.0015%,126,1971,50056882,大洋洲
塞舌尔,0.0007%,127,1971,21965951,非洲
圣文森特和格林纳丁斯,0.0006%,128,1971,20051648,美洲
圣基茨和尼维斯,0.0006%,129,1971,19624746,美洲
基里巴斯,0.0005%,130,1971,15278632,大洋洲
美国,36.1941%,1,1970,1073303000000,美洲
德国,7.2785%,2,1970,215838448404,欧洲
日本,7.1697%,3,1970,212609187920,亚洲
法国,5.0063%,4,1970,148456359985,欧洲
英国,4.4065%,5,1970,130671946244,欧洲
意大利,3.8239%,6,1970,113395315675,欧洲
中国,3.1228%,7,1970,92602973434,亚洲
加拿大,2.9640%,8,1970,87896095224,美洲
印度,2.1050%,9,1970,62422483054,亚洲
巴西,1.4274%,10,1970,42327600098,美洲
澳大利亚,1.3918%,11,1970,41271138985,大洋洲
西班牙,1.3824%,12,1970,40992995959,欧洲
荷兰,1.2870%,13,1970,38164716868,欧洲
瑞典,1.2740%,14,1970,37780565240,欧洲
墨西哥,1.1978%,15,1970,35520000000,美洲
阿根廷,1.0651%,16,1970,31584210365,美洲
比利时,0.9006%,17,1970,26706196127,欧洲
瑞士,0.8186%,18,1970,24274075005,欧洲
南非,0.6211%,19,1970,18418392640,非洲
土耳其,0.5762%,20,1970,17086956521,欧洲
丹麦,0.5758%,21,1970,17075457600,欧洲
奥地利,0.5184%,22,1970,15373005768,欧洲
希腊,0.4431%,23,1970,13139862500,欧洲
挪威,0.4321%,24,1970,12814123115,欧洲
尼日利亚,0.4231%,25,1970,12545849083,非洲
委内瑞拉,0.3899%,26,1970,11561111111,美洲
芬兰,0.3830%,27,1970,11357517270,欧洲
伊朗,0.3701%,28,1970,10976245154,亚洲
巴基斯坦,0.3381%,29,1970,10027088849,亚洲
印尼,0.3086%,30,1970,9150684931,亚洲
智利,0.3078%,31,1970,9126309734,美洲
韩国,0.3035%,32,1970,8999227202,亚洲
孟加拉,0.3033%,33,1970,8992721809,亚洲
葡萄牙,0.2734%,34,1970,8108235006,欧洲
埃及,0.2712%,35,1970,8042200452,非洲
秘鲁,0.2506%,36,1970,7432223176,美洲
哥伦比亚,0.2427%,37,1970,7198360460,美洲
泰国,0.2390%,38,1970,7086538437,亚洲
以色列,0.2377%,39,1970,7048667154,亚洲
菲律宾,0.2255%,40,1970,6687204834,亚洲
新西兰,0.2190%,41,1970,6495605289,大洋洲
古巴,0.1920%,42,1970,5693005200,美洲
沙特阿拉伯,0.1813%,43,1970,5377333333,亚洲
